tri;type;parent;code;label_en;label_fr;note_generale_en;note_generale_fr;contenu_central_en;contenu_central_fr;contenu_additionnel_en;contenu_additionnel_fr;note_exclusion_en;note_exclusion_fr;;;
683;Sous-classe;09.1.1;09.1.1.1;Cameras (D);Appareils photo et caméras (D);;;"— still cameras, movie cameras and sound-recording cameras, film and slide projectors, enlargers and film processing equipment
— video cameras, including camcorders and action cameras";"— appareils photographiques, caméras de cinéma et caméras d'enregistrement sonore, projecteurs de films et de diapositives, agrandisseurs et matériel de traitement des films
— caméras vidéo, y compris caméscopes et caméras d'action";— materials purchased by households with the intention of undertaking maintenance and repairs themselves;— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation;"— dash cameras (07.2.1.3)
— web cameras (08.1.3.2)";"— caméras de surveillance (07.2.1.3)
— caméras web (08.1.3.2)";;;
684;Poste;09.1.1.1;09.1.1.1.1;Cameras;Appareils photo et caméras;;;"— still cameras, movie cameras and sound-recording cameras, film and slide projectors, enlargers and film processing equipment
— video cameras, including camcorders and action cameras";"— appareils photographiques, caméras de cinéma et caméras d'enregistrement sonore, projecteurs de films et de diapositives, agrandisseurs et matériel de traitement des films
— caméras vidéo, y compris caméscopes et caméras d'action";— materials purchased by households with the intention of undertaking maintenance and repairs themselves;— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation;"— dash cameras (07.2.1.3)
— web cameras (08.1.3.2)";"— caméras de surveillance (07.2.1.3)
— caméras web (08.1.3.2)";;;
685;Sous-classe;09.1.1;09.1.1.2;Accessories for photographic and cinematographic equipment (D);Accessoires pour matériel photographique et cinématographique (D);;;"— parts and accessories for photographic and cinematographic equipment and optical instruments such as screens, viewers, lenses (including zoom lenses), flash attachments, filters, exposure meters and so on
— photographic developer and photographic paper";"— pièces et accessoires pour équipements photographiques et cinématographiques et instruments optiques tels que les écrans, les visionneuses, les objectifs (y compris les zooms), les flashes, les filtres, les posemètres, etc.
— révélateurs photographiques et papier photographique";"— materials purchased by households with the intention of undertaking maintenance and repairs themselves
— unexposed photographic and cinematographic films
— camera-specific batteries and chargers";"— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation
— films photographiques et cinématographiques vierges
— batteries et chargeurs pour appareils photographiques";;;;;
686;Poste;09.1.1.2;09.1.1.2.1;Accessories for photographic and cinematographic equipment;Accessoires pour matériel photographique et cinématographique;;;"— parts and accessories for photographic and cinematographic equipment and optical instruments such as screens, viewers, lenses (including zoom lenses), flash attachments, filters, exposure meters and so on
— photographic developer and photographic paper";"— pièces et accessoires pour équipements photographiques et cinématographiques et instruments optiques tels que les écrans, les visionneuses, les objectifs (y compris les zooms), les flashes, les filtres, les posemètres, etc.
— révélateurs photographiques et papier photographique";"— materials purchased by households with the intention of undertaking maintenance and repairs themselves
— unexposed photographic and cinematographic films
— camera-specific batteries and chargers";"— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation
— films photographiques et cinématographiques vierges
— batteries et chargeurs pour appareils photographiques";;;;;
687;Sous-classe;09.1.1;09.1.1.3;Optical instruments (D);Appareils optiques (D);;;— binoculars, microscopes, telescopes and compasses;— jumelles, microscopes, télescopes et boussoles;;;;;;;
688;Poste;09.1.1.3;09.1.1.3.1;Optical instruments;Appareils optiques;;;— binoculars, microscopes, telescopes and compasses;— jumelles, microscopes, télescopes et boussoles;;;;;;;
689;Classe;09.1;09.1.2;Major recreational durables (D);Gros bien durables de loisirs (D);;;"— camper vans, caravans and trailers
— aeroplanes, microlight aircraft, gliders, hang gliders and hot-air balloons
— boats, yachts, outboard motors, sails, rigging and superstructures
— vessels for recreation, sailboats, sailboards, water-sport boards
— canoes, kayaks and windsurfing boards
— sea diving equipment
— horses and ponies, horse- and pony-drawn vehicles, camels and dromedaries, and related equipment (harnesses, bridles, reins, saddles, etc.), purchased for recreational purposes
— golf carts
— large garden swimming pools (above ground)
— billiard tables, ping-pong tables, pinball machines, gaming machines and so on
— other major recreational durables n.e.c.";"— camping-cars, caravanes et remorques
— avions, ULM, planeurs, deltaplanes et montgolfières
— bateaux, yachts, moteurs hors-bord, voiles, gréements et superstructures
— bateaux de plaisance, voiliers, planches à voile, planches de sport nautique
— canoës, kayaks et planches à voile
— matériel de plongée en mer
— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires,et équipement connexe (harnais, brides, rênes, selles, etc.),  achetés pour le loisir 
— voiturettes de golf
— grandes piscines de jardin (hors sol)
— tables de billard, tables de ping-pong, flippers, machines de jeux, etc.
— autres gros biens durables de loisirs n.c.a.";— materials purchased by households with the intention of undertaking maintenance and repairs themselves;— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation;"— horses and ponies, horse- and pony-drawn vehicles, camels and dromedaries, and related equipment, purchased for personal transport (07.1.4.0)
— inflatable boats, rafts and swimming pools for use by children and at the beach (09.2.2.2)";"— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires,et équipements connexes, achetés pour le transport personnel (07.1.4.0)
— bateaux, radeaux et piscines gonflables pour une utilisation par les enfants et à la plage (09.2.2.2)";;;
690;Sous-classe;09.1.2;09.1.2.1;Camper vans, caravans and trailers (D);Camping-cars, caravanes et remorques (D);;;— camper vans, caravans and trailers;— camping-cars, caravanes et remorques;;;;;;;
691;Poste;09.1.2.1;09.1.2.1.1;Camper vans, caravans and trailers;Camping-cars, caravanes et remorques;;;— camper vans, caravans and trailers;— camping-cars, caravanes et remorques;;;;;;;
692;Sous-classe;09.1.2;09.1.2.2;Aeroplanes, microlight aircraft, gliders, hang gliders and hot-air balloons (D);Avions, ULM, planeurs, deltaplanes et montgolfières (D);;;— aeroplanes, microlight aircraft, gliders, hang gliders and hot-air balloons;— avions, ULM, planeurs, deltaplanes et montgolfières;;;;;;;
693;Poste;09.1.2.2;09.1.2.2.1;Aeroplanes, microlight aircraft, gliders, hang gliders and hot-air balloons;Avions, ULM, planeurs, deltaplanes et montgolfières;;;— aeroplanes, microlight aircraft, gliders, hang gliders and hot-air balloons;— avions, ULM, planeurs, deltaplanes et montgolfières;;;;;;;
694;Sous-classe;09.1.2;09.1.2.3;Boats, yachts, outboard motors and other water-sport equipment (D);Bateaux, yachts, moteurs hors-bord et autres équipements de sport nautique (D);;;"— boats, yachts, outboard motors, sails, jet skis, rigging and superstructures
— vessels for recreation, sailboats, sailboards, water-sport boards
— canoes, kayaks, windsurfing boards and so on
— sea diving equipment
— water sport equipment and related accessories";"— bateaux, yachts, moteurs hors-bord, voiles, jet-skis, gréements et superstructures
— bateaux de plaisance, voiliers, planches à voile, planches de sport nautique
— canoës, kayaks, planches à voile, etc.
— matériel de plongée en mer
— équipements de sport nautique et accessoires connexes";;;— inflatable boats, rafts and swimming pools (09.2.2.2);— bateaux, radeaux et piscines gonflables (09.2.2.2);;;
695;Poste;09.1.2.3;09.1.2.3.1;Boats, yachts, outboard motors and other water-sport equipment;Bateaux, yachts, moteurs hors bord et autres équipements de sport nautique;;;"— boats, yachts, outboard motors, sails, jet skis, rigging and superstructures
— vessels for recreation, sailboats, sailboards, water-sport boards
— canoes, kayaks, windsurfing boards and so on
— sea diving equipment
— water sport equipment and related accessories";"— bateaux, yachts, moteurs hors-bord, voiles, jet-skis, gréements et superstructures
— bateaux de plaisance, voiliers, planches à voile, planches de sport nautique
— canoës, kayaks, planches à voile, etc.
— matériel de plongée en mer
— équipements de sport nautique et accessoires connexes";;;— inflatable boats, rafts and swimming pools (09.2.2.2);— bateaux, radeaux et piscines gonflables (09.2.2.2);;;
696;Sous-classe;09.1.2;09.1.2.4;Horses, ponies, camels and dromedaries and accessories (D);Chevaux, poneys, chameaux et dromadaires, et leurs accessoires (D);;;— horses and ponies, horse- and pony-drawn vehicles, and camels and dromedaries, and related equipment (harnesses, bridles, reins, saddles, etc.), purchased for recreational purposes;— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires, et équipement connexe (harnais, brides, rênes, selles, etc.) achetés pour les loisirs;;;— horses and ponies, horse- and pony-drawn vehicles, camels and dromedaries, and related equipment, purchased for personal transport (07.1.4.0);— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires, et équipements connexes achetés pour le transport personnel (07.1.4.0);;;
697;Poste;09.1.2.4;09.1.2.4.1;Horses, ponies, camels and dromedaries and accessories;Chevaux, poneys, chameaux et dromadaires, et accessoires;;;— horses and ponies, horse- and pony-drawn vehicles, and camels and dromedaries, and related equipment (harnesses, bridles, reins, saddles, etc.), purchased for recreational purposes;— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires, et équipement connexe (harnais, brides, rênes, selles, etc.) achetés pour les loisirs;;;— horses and ponies, horse- and pony-drawn vehicles, camels and dromedaries, and related equipment, purchased for personal transport (07.1.4.0);— chevaux et poneys, véhicules tirés par des chevaux et des poneys, chameaux et dromadaires, et équipements connexes achetés pour le transport personnel (07.1.4.0);;;
698;Sous-classe;09.1.2;09.1.2.9;Other major recrational durables (D);Autres gros biens durables pour les loisirs (D);;;"— golf carts
— large garden swimming pools (above ground)
— billiards tables, ping-pong tables, pinball machines, gaming machines and so on
— electric skateboards, self-balancing unicycles and other electric recreational scooters
— other major recreational durables n.e.c.";"— voiturettes de golf
— grandes piscines de jardin (hors sol)
— tables de billard, tables de ping-pong, flippers, machines de jeux, etc.
— planches à roulettes électriques, monocycles auto-équilibrés et aux scooters électriques pour les loisirs
— autres gros biens durables pour les loisirs n.c.a.";;;"— electric kick scooters (07.1.3.0)
— inflatable boats, rafts and swimming pools (09.2.2.2)";"— trottinettes électriques
— bateaux, radeaux et piscines gonflables (09.2.2.2)";;;
699;Poste;09.1.2.9;09.1.2.9.1;Other major recreational durables;Autres biens durables majeurs pour les loisirs;;;"— golf carts
— large garden swimming pools (above ground)
— billiards tables, ping-pong tables, pinball machines, gaming machines and so on
— electric skateboards, self-balancing unicycles and other electric recreational scooters
— other major recreational durables n.e.c.";"— voiturettes de golf
— grandes piscines de jardin (hors sol)
— tables de billard, tables de ping-pong, flippers, machines de jeux, etc.
— planches à roulettes électriques, monocycles auto-équilibrés et aux scooters électriques pour les loisirs
— autres gros biens durables pour les loisirs n.c.a.";;;"— electric kick scooters (07.1.3.0)
— inflatable boats, rafts and swimming pools (09.2.2.2)";"— trottinettes électriques
— bateaux, radeaux et piscines gonflables (09.2.2.2)";;;
700;Groupe;09;09.2;Other recreational goods;Autres biens de loisirs;;;;;;;;;;;
701;Classe;09.2;09.2.1;Games, toys and hobby-related articles (SD);Jeux, jouets et articles de loisirs (SD);;;"— card games, board games, parlour games, chess sets and similar items
— video game software; video game computers that can be plugged into a television set; video game cassettes and video game CD-ROMs, video game downloads
— game applications
— gamepads, joysticks, racing wheels and other video gaming accessories
— electronic games
— toys of all kinds including dolls, soft toys, toy cars and trains, toy bicycles and tricycles, toy construction sets, puzzles, modelling clay, electronic games, masks, disguises, jokes, novelties, fireworks and rockets, and festoons and holiday decorations
— remote controlled toy cars, ships, planes and aerial vehicles
— requisites for stamp-collecting practised as a hobby (used or cancelled postage stamps, stamp albums, etc.), other collection items (coins, medals, minerals, zoological and botanical specimens, etc.) and other hobby-related articles n.e.c.";"— jeux de cartes, jeux de société, jeux de salon, jeux d'échecs et jeux similaires
— logiciels de jeux vidéo ; ordinateurs de jeux vidéo qui peuvent se brancher sur un téléviseur ; cassettes et CD-ROM de jeux vidéo, téléchargements de jeux vidéo
— applications de jeux
— manettes de jeu, joysticks, volants de course et autres accessoires de jeux vidéo
— jeux électroniques
— jouets de toutes sortes, y compris poupées, peluches, voitures et trains jouets, bicyclettes et tricycles jouets, jeux de construction jouets, puzzles, pâte à modeler, jeux électroniques, masques, déguisements, blagues, nouveautés, feux d'artifice et fusées, et festons et décorations de vacances
— voitures jouets, bateaux, avions et véhicules aériens, télécommandés 
— éléments nécessaires à la philatélie pratiquée à titre de loisir (timbres-poste usagés ou oblitérés, albums de timbres, etc.), autres articles à collectionner (pièces de monnaie, médailles, minéraux, spécimens zoologiques et botaniques, etc.) et autres articles pour les loisirs n.c.a.";— materials purchased by households with the intention of undertaking maintenance and repair themselves;— matériels achetés par les ménages dans l'intention d'effectuer eux-mêmes l’entretien et le réparation;"— collector’s items classifiable as works of art or antiques (05.1.1), or capital formation if acquired primarily as stores of value
— video game subscriptions and rentals (09.4.3.1)
— children’s scrapbooks (09.7.1.9)";"— objets de collection classés comme œuvres d'art ou antiquités (05.1.1.1 ou formation de capital s'ils sont acquis principalement en tant que réserves de valeur)
— abonnements et locations de jeux vidéo (09.4.3.1)
— albums pour enfants (09.7.1.9)";;;
702;Sous-classe;09.2.1;09.2.1.1;Video game computers, game consoles, game applications and software (SD);Ordinateurs de jeux vidéo, consoles, applications et logiciels de jeux (SD);;;"— video game computers
— video game consoles
— gamepads, joysticks, racing wheels and other video gaming accessories
— electronic games
— video game software (for game consoles, computers, tablets and smartphones, on media such as CD-ROMs, cartridges, DVDs, Blu-ray discs and flash drives or available from the
Internet)
— game applications";"— ordinateurs de jeux vidéo
— consoles de jeux vidéo
— manettes de jeu, joysticks, volants de course et autres accessoires de jeux vidéo
— jeux électroniques
— logiciels de jeux video (pour consoles, ordinateurs, tablettes et smartphones, sur support tel que CD-ROMs, cartouches, DVDs, disques Blu-ray et clés usb, ou téléchargeable par interne)
— applications de jeux";;;— video game subscriptions and rentals (09.4.3.1);— abonnements et locations de jeux vidéo (09.4.3.1);;;
703;Poste;09.2.1.1;09.2.1.1.1;Video game computers, game consoles, game apps and software;Ordinateurs de jeux vidéo, consoles, applications et logiciels de jeux;;;"— video game computers
— video game consoles
— gamepads, joysticks, racing wheels and other video gaming accessories
— electronic games
— video game software (for game consoles, computers, tablets and smartphones, on media such as CD-ROMs, cartridges, DVDs, Blu-ray discs and flash drives or available from the
Internet)
— game applications";"— ordinateurs de jeux vidéo
— consoles de jeux vidéo
— manettes de jeu, joysticks, volants de course et autres accessoires de jeux vidéo
— jeux électroniques
— logiciels de jeux video (pour consoles, ordinateurs, tablettes et smartphones, sur support tel que CD-ROMs, cartouches, DVDs, disques Blu-ray et clés usb, ou téléchargeable par interne)
— applications de jeux";;;— video game subscriptions and rentals (09.4.3.1);— abonnements et locations de jeux vidéo (09.4.3.1);;;
704;Sous-classe;09.2.1;09.2.1.2;Other games, toys and hobby-related articles (SD);Autres jeux, jouets et articles de loisirs (SD);;;"— traditional games, for example, card games, parlour games, board games, chess sets
— dolls
— toy cars, including toy trains, toy bicycles and tricycles
— remote controlled toy cars, ships, planes and aerial vehicles
— soft toys, teddy bears and so on
— toy construction sets
— toy instruments
— puzzles
— modelling clay
— masks
— disguises
— joke toys
— novelties
— models and replicas of planes, boats, trains and so on
— requisites for stamp-collecting practised as a hobby (used or cancelled postage stamps, stamp albums, etc.)
— other collection items (coins, medals, minerals, zoological and botanical specimens, etc.) and other hobby tools and articles, n.e.c.";"— jeux traditionnels, par exemple, jeux de cartes, jeux de société, jeux de plateau, jeux d'échecs
— poupées
— voitures jouets, y compris trains jouets, bicyclettes jouets et les tricycles
— voitures jouets, bateaux, avions et véhicules aériens, télécommandés
— peluches, ours en peluche, etc.
— jeux de construction
— instruments musicaux jouets
— casse-tête
—  pâte à modeler
— masques
— déguisements
— farces et attrapes
— nouveautés
— maquettes et répliques d'avions, de bateaux, de trains, etc.
— articles nécessaires à la philatélie pratiquée comme un loisir (timbres-poste usagés ou oblitérés, albums de timbres, etc.)
— autres articles à collectionner (pièces de monnaie, médailles, minéraux, spécimens zoologiques et botaniques, etc.) et autres outils et articles pour les loisirs n.c.a.";;;"— collectors’ items classifiable as works of art or antiques (05.1.1), or capital formation if acquired primarily as stores of value
— children’s scrapbooks (09.7.1.9)";"— objets de collection classés comme œuvres d'art ou antiquités (05.1.1), ou formation de capital s'ils sont acquis principalement en tant que réserves de valeur)
— albums pour enfants (09.7.1.9)";;;
705;Poste;09.2.1.2;09.2.1.2.1;Games and hobbies;Jeux et articles de loisirs;;;"— traditional games, for example, card games, parlour games, board games, chess sets
— puzzles
— masks
— disguises
— joke toys
— novelties
— models and replicas of planes, boats, trains and so on
— requisites for stamp-collecting practised as a hobby (used or cancelled postage stamps, stamp albums, etc.)
— other collection items (coins, medals, minerals, zoological and botanical specimens, etc.) and other hobby tools and articles, n.e.c.";"— jeux traditionnels, par exemple, jeux de cartes, jeux de société, jeux de plateau, jeux d'échecs
— casse-tête
— masques
— déguisements
— farces et attrapes
— nouveautés
— maquettes et répliques d'avions, de bateaux, de trains, etc.
— articles nécessaires à la philatélie pratiquée comme un loisir (timbres-poste usagés ou oblitérés, albums de timbres, etc.)
— autres articles à collectionner (pièces de monnaie, médailles, minéraux, spécimens zoologiques et botaniques, etc.) et autres outils et articles pour les loisirs n.c.a.";;;;;;;
706;Poste;09.2.1.2;09.2.1.2.2;Toys and hobbies for children;Jouets et articles de loisirs pour enfants;;;"— dolls
— toy cars, including toy trains, toy bicycles and tricycles
— remote controlled toy cars, ships, planes and aerial vehicles
— soft toys, teddy bears and so on
— toy construction sets
— toy instruments
— modelling clay";"— poupées
— voitures jouets, y compris trains jouets, bicyclettes jouets et les tricycles
— voitures jouets, bateaux, avions et véhicules aériens, télécommandés
— peluches, ours en peluche, etc.
— jeux de construction
— instruments musicaux jouets
— pâte à modeler
";;;;;;;
707;Sous-classe;09.2.1;09.2.1.3;Celebration articles (ND);Articles de fête (ND);;;"— fireworks and rockets
— festoons
— Christmas trees
— holiday decorations (for Christmas, Easter, Diwali, Eid, Hanukkah and other celebrations)";"— feux d'artifice et les fusées
— festons
— arbres de Noël
— décorations de fêtes (Noël, Pâques, Diwali, Aïd, Hanoukka, et autres célébrations)";;;;;;;
708;Poste;09.2.1.3;09.2.1.3.1;Celebration articles;Articles de fête;;;"— fireworks and rockets
— festoons
— Christmas trees
— holiday decorations (for Christmas, Easter, Diwali, Eid, Hanukkah and other celebrations)";"— feux d'artifice et les fusées
— festons
— arbres de Noël
— décorations de fêtes (Noël, Pâques, Diwali, Aïd, Hanoukka, et autres célébrations)";;;;;;;
709;Classe;09.2;09.2.2;Sporting, camping and open-air recreation equipment (SD);Articles de sport, matériel de camping et matériel pour activités de plein air (SD);;;"— gymnastic, physical education and sporting equipment, such as balls, shuttlecocks, nets, rackets, bats, skis, golf clubs, foils, sabres, poles, javelins and weights, dumb-bells, chest expanders and other body-building equipment
— parachutes, paragliders and other skydiving equipment
— firearms and/or ammunition, other weapons, and body armour for hunting, sport and personal protection
— fishing rods and other fishing equipment
— equipment for beach and open-air games, such as bowls, croquet, flying disc games and volleyball
— inflatable boats, rafts and swimming pools
— skateboards, kickboards, smart balance wheels and hover boards
— camping equipment, such as tents, sleeping bags, backpacks for camping, air mattresses, inflating pumps, camping stoves and gas, barbecues and other camping accessories
— walking sticks and canes for recreational purposes (e.g., hiking and tracking)";"— équipements de gymnastique, d'éducation physique et de sport, tels que ballons, volants, filets, raquettes, battes, skis, clubs de golf, fleurets, sabres, bâtons, javelots et poids, haltères, extenseurs de poitrine et autres équipements de musculation
— parachutes, parapentes et autres équipements de parachutisme
— armes à feu et/ou munitions, autres armes et gilets pare-balles pour la chasse, le sport et la protection personnelle
— cannes à pêche et autres équipements de pêche
— équipements pour jeux de plage et de plein air, tels que pétanque, croquet, disques volants et volley-ball
— bateaux, radeaux et piscines gonflables
— bateaux, radeaux et piscines gonflables pour enfants
— planches à roulettes, kickboards, roues d'équilibre intelligentese et hoverboards
— équipements de camping, tels que tentes, sacs de couchage, sacs à dos pour le camping, matelas pneumatiques, pompes de gonflage, réchauds de camping, barbecues et autres accessoires de camping
— bâtons et cannes de marches pour le loisir (i.e., randonnées et treks)";"— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.); protective sports headgear; and other protective sports gear, such as life jackets, boxing gloves, sport gloves, body padding, shin guards, goggles, belts and supports
— materials purchased by households with the intention of undertaking maintenance and repair themselves
— Global Positioning System (GPS) (satellite-based radionavigation positioning) equipment for boating and hiking";"— chaussures spécifiques au jeu (chaussures de ski, de football, de golf et autres chaussures équipées de patins à glace, de rouleaux, de pointes, de crampons, etc.) ; casques de protection pour le sport ; et autres équipements de protection pour le sport, tels que gilets de sauvetage, gants de boxe, protections corporelles, protège-tibias, lunettes, ceintures et appuis
— matériaux achetés par les ménages dans l'intention de procéder eux-mêmes à l'entretien et à la réparation
— équipements GPS (positionnement par satellite) pour le bateau ou la randonnée";"— garden and camping furniture (05.1.1.2)
— motorcycle and bicycle crash helmets (07.2.1.3)
— rental and repair of sporting, camping and open-air recreation equipment (09.4.4.0)";"— mobilier de jardin et de camping (05.1.1.2)
— casques de protection pour motocycles et bicyclettes (07.2.1.3)
— location et réparation d'équipements sportifs, de camping et de loisirs de plein-air (09.4.4.0)";;;
710;Sous-classe;09.2.2;09.2.2.1;Sporting equipment (SD);Articles de sport (SD);;;"— gymnastic, physical education and sporting equipment, such as balls, shuttlecocks, nets, rackets, bats, skis, golf clubs, discuses and javelins
— parachutes, paragliders and other skydiving equipment
— firearms and ammunition, other weapons, and body armour for hunting, sport and personal protection
— fishing rods and other fishing equipment
— skateboards, kickboards, smart balance wheels and hover boards
— walking sticks and canes for recreational purposes (e.g., hiking and tracking)";"— équipements de gymnastique, d'éducation physique et de sport, tels que ballons, volants, filets, raquettes, battes, skis, clubs de golf, fleurets, sabres, bâtons, poids, disques et javelots
— parachutes, parapentes et autres équipements de parachutisme
— armes à feu et munitions, autres armes et gilets pare-balles pour la chasse, le sport et la protection personnelle
— cannes à pêche et autres équipements de pêche
— planches à roulettes, kickboards, roues d'équilibre intelligentes et hoverboards
— bâtons et cannes de marches pour le loisir (i.e., randonnées et treks)";"— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.)
— game-specific sportswear (ski suits, etc.)
— protective sports headgear
— other protective sports gear, such as life jackets, boxing gloves, sport gloves, body padding, shin guards, goggles, belts, supports";"— chaussures spécifiques au jeu (chaussures de ski, chaussures de football, chaussures de golf et autres chaussures de ce type munies de patins à glace, de rouleaux, de pointes, de crampons, etc ;)
— vêtements de sport spécifiques au jeu (combinaisons de ski, etc.)
— casques de protection pour le sport
— autres équipements de protection pour le sport, tels que gilets de sauvetage, gants de boxe, gants de sport, protections corporelles, protège-tibias, protections, lunettes, ceintures, supports, casques, par exemple pour le skateboard, le patin à roues alignées, le hockey sur glace.";"— motorcycle and bicycle crash helmets (07.2.1.3)
— rental and repair of sporting, camping and open-air recreation equipment (09.4.4.0)";"— casques de protection pour motocycles et bicyclettes (07.2.1.3)
— location et réparation d'équipements sportifs, de camping et de loisirs de plein-air (09.4.4.0)";;;
711;Poste;09.2.2.1;09.2.2.1.1;Sporting equipment;Articles de sport;;;"— gymnastic, physical education and sporting equipment, such as balls, shuttlecocks, nets, rackets, bats, skis, golf clubs, discuses and javelins
— parachutes, paragliders and other skydiving equipment
— firearms and ammunition, other weapons, and body armour for hunting, sport and personal protection
— fishing rods and other fishing equipment
— skateboards, kickboards, smart balance wheels and hover boards
— walking sticks and canes for recreational purposes (e.g., hiking and tracking)";"— équipements de gymnastique, d'éducation physique et de sport, tels que ballons, volants, filets, raquettes, battes, skis, clubs de golf, fleurets, sabres, bâtons, poids, disques et javelots
— parachutes, parapentes et autres équipements de parachutisme
— armes à feu et munitions, autres armes et gilets pare-balles pour la chasse, le sport et la protection personnelle
— cannes à pêche et autres équipements de pêche
— planches à roulettes, kickboards, roues d'équilibre intelligentes et hoverboards
— bâtons et cannes de marches pour le loisir (i.e., randonnées et treks)";"— game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice skates, rollers, spikes, studs, etc.)
— game-specific sportswear (ski suits, etc.)
— protective sports headgear
— other protective sports gear, such as life jackets, boxing gloves, sport gloves, body padding, shin guards, goggles, belts, supports";"— chaussures spécifiques au jeu (chaussures de ski, chaussures de football, chaussures de golf et autres chaussures de ce type munies de patins à glace, de rouleaux, de pointes, de crampons, etc ;)
— vêtements de sport spécifiques au jeu (combinaisons de ski, etc.)
— casques de protection pour le sport
— autres équipements de protection pour le sport, tels que gilets de sauvetage, gants de boxe, gants de sport, protections corporelles, protège-tibias, protections, lunettes, ceintures, supports, casques, par exemple pour le skateboard, le patin à roues alignées, le hockey sur glace.";"— motorcycle and bicycle crash helmets (07.2.1.3)
— rental and repair of sporting, camping and open-air recreation equipment (09.4.4.0)";"— casques de protection pour motocycles et bicyclettes (07.2.1.3)
— location et réparation d'équipements sportifs, de camping et de loisirs de plein-air (09.4.4.0)";;;
712;Sous-classe;09.2.2;09.2.2.2;Camping and open-air recreation equipment (SD);Matériel de camping et matériel pour activités de plein air (SD);;;"— equipment for beach and open-air games, such as bowls, croquet, flying disc games, and volleyball and inflatable boats, rafts and swimming pools
— tents, sleeping bags, backpacks for camping, air mattresses, inflating pumps, camping stoves and gas, barbecues and other camping accessories";"— équipements pour jeux de plage et de plein air, tels que pétanque, croquet, disques volants et volley-ball, et bateaux, radeaux et piscines gonflables
— tentes, sacs de couchage, sacs à dos pour le camping, matelas pneumatiques, pompes de gonflage, réchauds de camping, barbecues et autres accessoires de camping";— Global Positioning System (GPS) (satellite-based radionavigation positioning) equipment for boating and hiking;— équipements GPS (positionnement par satellite) pour le bateau ou la randonnée;"— garden and camping furniture (05.1.1.2)
— rental and repair of camping and open-air recreation equipment (09.4.4.0)";"— mobilier de jardin et de camping (05.1.1.2) 
— location et réparation d'équipements sportifs, de camping, de loisirs de plein-air (09.4.4.0)";;;
713;Poste;09.2.2.2;09.2.2.2.1;Camping and open-air recreation equipment;Matériel de camping et matériel pour activités de plein air;;;"— equipment for beach and open-air games, such as bowls, croquet, flying disc games, and volleyball and inflatable boats, rafts and swimming pools
— tents, sleeping bags, backpacks for camping, air mattresses, inflating pumps, camping stoves and gas, barbecues and other camping accessories";"— équipements pour jeux de plage et de plein air, tels que pétanque, croquet, disques volants et volley-ball, et bateaux, radeaux et piscines gonflables
— tentes, sacs de couchage, sacs à dos pour le camping, matelas pneumatiques, pompes de gonflage, réchauds de camping, barbecues et autres accessoires de camping";— Global Positioning System (GPS) (satellite-based radionavigation positioning) equipment for boating and hiking;— équipements GPS (positionnement par satellite) pour le bateau ou la randonnée;"— garden and camping furniture (05.1.1.2)
— rental and repair of camping and open-air recreation equipment (09.4.4.0)";"— mobilier de jardin et de camping (05.1.1.2) 
— location et réparation d'équipements sportifs, de camping, de loisirs de plein-air (09.4.4.0)";;;
714;Groupe;09;09.3;Garden products and pets;Produits de jardinage et animaux de compagnie;;;;;;;;;;;
